resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R3629,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Cloud Computing, Deep Learning, Node.js, React

Experience:
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
AWS Certified, Google Data Analytics","Cloud Computing, Deep Learning, Node.js, React",4,Masters,Developed a web application using Flask and React,"AWS Certified, Google Data Analytics",Software Engineer,"Flask, Python, Data Analysis, NLP, Kubernetes, Java",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Flask, Python, Data Analysis, NLP, Kubernetes, Java.",0,0,1,0.288198681,0,1
R3630,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Flask, Cloud Computing, Node.js

Experience:
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
AWS Certified","Flask, Cloud Computing, Node.js",0,Masters,Developed a web application using Flask and React; Created interactive dashboards using Power BI,AWS Certified,Backend Developer,"Flask, Kubernetes, Power BI, Machine Learning, Excel, Cloud Computing, Python",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: Flask, Kubernetes, Power BI, Machine Learning, Excel, Cloud Computing, Python.",0.29,0,1,0.439365443,1,1
R3631,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Power BI, Python, Django, Kubernetes, C++, TensorFlow, React

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
None","Power BI, Python, Django, Kubernetes, C++, TensorFlow, React",10,Masters,Developed a web application using Flask and React; Created interactive dashboards using Power BI,None,Frontend Developer,"TensorFlow, PyTorch, Cloud Computing",5,"We are hiring a Frontend Developer.
Required experience: 5 years.
Skills required: TensorFlow, PyTorch, Cloud Computing.",0.33,1,1,0.528947904,1,1
R3632,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Django, PyTorch, Docker, Power BI

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Google Data Analytics","Django, PyTorch, Docker, Power BI",3,Masters,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,Google Data Analytics,Frontend Developer,"Power BI, Data Analysis, Cloud Computing, Python, TensorFlow",5,"We are hiring a Frontend Developer.
Required experience: 5 years.
Skills required: Power BI, Data Analysis, Cloud Computing, Python, TensorFlow.",0.2,0,1,0.367497078,0,1
R3633,"Professional Summary:
Candidate with 0 years of experience.

Skills:
C++, PyTorch, Power BI, Data Analysis, Docker, Excel, TensorFlow

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified, Google Data Analytics","C++, PyTorch, Power BI, Data Analysis, Docker, Excel, TensorFlow",0,Bachelors,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,"AWS Certified, Google Data Analytics",Data Analyst,"Excel, C++, Docker, Flask, Kubernetes, Power BI",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Excel, C++, Docker, Flask, Kubernetes, Power BI.",0.67,0,0,0.422032483,1,1
R3634,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Kubernetes, Node.js, NLP, PyTorch, Docker, Excel, TensorFlow, Django

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
None","Kubernetes, Node.js, NLP, PyTorch, Docker, Excel, TensorFlow, Django",5,Bachelors,Implemented deep learning models using TensorFlow,None,Frontend Developer,"Flask, Java, Kubernetes, Power BI",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Flask, Java, Kubernetes, Power BI.",0.25,0,0,0.028132958,0,1
R3635,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Python, Cloud Computing, TensorFlow, C++, NLP, Data Analysis

Experience:
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics","Python, Cloud Computing, TensorFlow, C++, NLP, Data Analysis",5,Bachelors,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,Google Data Analytics,Data Analyst,"C++, Cloud Computing, Python",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: C++, Cloud Computing, Python.",1,1,0,0.845839146,1,1
R3636,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Machine Learning, Power BI, NLP, Deep Learning, Kubernetes

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI

Certifications:
AWS Certified, NLP Certification","Machine Learning, Power BI, NLP, Deep Learning, Kubernetes",5,PhD,Created interactive dashboards using Power BI,"AWS Certified, NLP Certification",Data Scientist,"Python, Docker, Java, C++, TensorFlow, Deep Learning, Django",2,"We are hiring a Data Scientist.
Required experience: 2 years.
Skills required: Python, Docker, Java, C++, TensorFlow, Deep Learning, Django.",0.14,1,1,0.733364752,1,1
R3637,"Professional Summary:
Candidate with 0 years of experience.

Skills:
TensorFlow, Machine Learning, Flask, C++, NLP, Excel, Docker, Kubernetes

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow

Certifications:
Deep Learning Specialization, Google Data Analytics","TensorFlow, Machine Learning, Flask, C++, NLP, Excel, Docker, Kubernetes",0,PhD,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow,"Deep Learning Specialization, Google Data Analytics",Backend Developer,"Deep Learning, Kubernetes, Data Analysis, C++, Docker, PyTorch",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: Deep Learning, Kubernetes, Data Analysis, C++, Docker, PyTorch.",0.5,0,1,0.412017736,1,1
R3638,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Flask, Docker, NLP, C++, Power BI

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure, NLP Certification","Flask, Docker, NLP, C++, Power BI",6,PhD,Created interactive dashboards using Power BI,"Microsoft Azure, NLP Certification",Data Scientist,"Java, Machine Learning, SQL, Kubernetes, Python",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: Java, Machine Learning, SQL, Kubernetes, Python.",0,1,1,0.487438274,1,1
R3639,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Flask, Node.js, C++, PyTorch

Experience:
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics, AWS Certified","Flask, Node.js, C++, PyTorch",7,Masters,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,"Google Data Analytics, AWS Certified",Data Analyst,"Power BI, Django, TensorFlow, Cloud Computing, NLP, Flask",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: Power BI, Django, TensorFlow, Cloud Computing, NLP, Flask.",0.17,1,1,0.578928948,1,1
R3640,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Django, C++, Power BI, Machine Learning, Cloud Computing, PyTorch, TensorFlow, React

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Google Data Analytics","Django, C++, Power BI, Machine Learning, Cloud Computing, PyTorch, TensorFlow, React",6,Masters,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,Google Data Analytics,Software Engineer,"Power BI, TensorFlow, Kubernetes, NLP",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Power BI, TensorFlow, Kubernetes, NLP.",0.5,1,1,0.671443996,1,1
R3641,"Professional Summary:
Candidate with 10 years of experience.

Skills:
SQL, TensorFlow, React, Data Analysis, Django, Cloud Computing, Docker, Flask

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization, Google Data Analytics","SQL, TensorFlow, React, Data Analysis, Django, Cloud Computing, Docker, Flask",10,Masters,Designed scalable backend systems using Node.js; Developed a web application using Flask and React,"Deep Learning Specialization, Google Data Analytics",Software Engineer,"Cloud Computing, Node.js, Kubernetes",2,"We are hiring a Software Engineer.
Required experience: 2 years.
Skills required: Cloud Computing, Node.js, Kubernetes.",0.33,1,1,0.855863699,1,1
R3642,"Professional Summary:
Candidate with 8 years of experience.

Skills:
React, SQL, Data Analysis

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, Microsoft Azure","React, SQL, Data Analysis",8,PhD,Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,"NLP Certification, Microsoft Azure",Backend Developer,"Docker, Power BI, Data Analysis, Excel, Java",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: Docker, Power BI, Data Analysis, Excel, Java.",0.2,1,1,0.670420716,1,1
R3643,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Data Analysis, Flask, C++, TensorFlow

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization, NLP Certification","Data Analysis, Flask, C++, TensorFlow",2,PhD,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,"Deep Learning Specialization, NLP Certification",ML Engineer,"C++, Python, Cloud Computing, Docker, React, TensorFlow",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: C++, Python, Cloud Computing, Docker, React, TensorFlow.",0.33,1,1,0.773223157,1,1
R3644,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Cloud Computing, Python, Machine Learning, Flask, TensorFlow, NLP

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization, AWS Certified","Cloud Computing, Python, Machine Learning, Flask, TensorFlow, NLP",5,Masters,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI; Developed a web application using Flask and React,"Deep Learning Specialization, AWS Certified",Data Analyst,"NLP, TensorFlow, React, Power BI, PyTorch, Node.js, Data Analysis, Excel",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: NLP, TensorFlow, React, Power BI, PyTorch, Node.js, Data Analysis, Excel.",0.25,1,1,0.828172693,1,1
R3645,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Excel, Deep Learning, Flask, Docker, Machine Learning, Kubernetes

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure","Excel, Deep Learning, Flask, Docker, Machine Learning, Kubernetes",9,PhD,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI,Microsoft Azure,Frontend Developer,"Excel, Machine Learning, Flask, Node.js, Power BI, Deep Learning",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Excel, Machine Learning, Flask, Node.js, Power BI, Deep Learning.",0.67,1,1,0.763014328,1,1
R3646,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Node.js, Kubernetes, Machine Learning, Cloud Computing, Flask

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified, Microsoft Azure","Node.js, Kubernetes, Machine Learning, Cloud Computing, Flask",1,PhD,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"AWS Certified, Microsoft Azure",Frontend Developer,"Power BI, Cloud Computing, Machine Learning, Python, React, Data Analysis, TensorFlow",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Power BI, Cloud Computing, Machine Learning, Python, React, Data Analysis, TensorFlow.",0.29,0,1,0.460465321,1,1
R3647,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Django, Flask, Python

Experience:
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
None","Django, Flask, Python",3,PhD,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,None,Frontend Developer,"Excel, SQL, Docker, Deep Learning",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Excel, SQL, Docker, Deep Learning.",0,0,1,0.228995564,0,1
R3648,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Deep Learning, SQL, PyTorch, Machine Learning, React

Experience:
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
None","Deep Learning, SQL, PyTorch, Machine Learning, React",3,Bachelors,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,None,Data Scientist,"React, Docker, Data Analysis, Django, Deep Learning, Java, SQL",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: React, Docker, Data Analysis, Django, Deep Learning, Java, SQL.",0.43,0,0,0.350501779,0,1
R3649,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Python, PyTorch, NLP, Flask, Cloud Computing, React

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
None","Python, PyTorch, NLP, Flask, Cloud Computing, React",7,Masters,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,None,Data Scientist,"Deep Learning, C++, Django, PyTorch, Node.js, Cloud Computing",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: Deep Learning, C++, Django, PyTorch, Node.js, Cloud Computing.",0.33,1,1,0.783200644,1,1
R3650,"Professional Summary:
Candidate with 6 years of experience.

Skills:
TensorFlow, Deep Learning, Docker, Data Analysis

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
None","TensorFlow, Deep Learning, Docker, Data Analysis",6,Masters,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,None,Backend Developer,"Power BI, Python, NLP",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: Power BI, Python, NLP.",0,1,1,0.580834668,1,1
R3651,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Docker, Django, Machine Learning

Experience:
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
Google Data Analytics","Docker, Django, Machine Learning",6,Bachelors,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js; Developed a web application using Flask and React,Google Data Analytics,Data Scientist,"C++, PyTorch, Machine Learning, Docker, Cloud Computing, Python, Power BI, Java",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: C++, PyTorch, Machine Learning, Docker, Cloud Computing, Python, Power BI, Java.",0.25,1,0,0.569359711,1,1
R3652,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Node.js, Data Analysis, Docker, SQL

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization","Node.js, Data Analysis, Docker, SQL",4,Masters,Created interactive dashboards using Power BI,Deep Learning Specialization,Backend Developer,"TensorFlow, Cloud Computing, C++, Django, Data Analysis, SQL, Python, React",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: TensorFlow, Cloud Computing, C++, Django, Data Analysis, SQL, Python, React.",0.25,0,1,0.398265916,0,1
R3653,"Professional Summary:
Candidate with 3 years of experience.

Skills:
C++, Node.js, Kubernetes, React

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
None","C++, Node.js, Kubernetes, React",3,Masters,Developed a web application using Flask and React,None,Data Scientist,"Excel, Data Analysis, Deep Learning, Flask, Node.js, Docker",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: Excel, Data Analysis, Deep Learning, Flask, Node.js, Docker.",0.17,1,1,0.417879176,1,1
R3654,"Professional Summary:
Candidate with 5 years of experience.

Skills:
NLP, PyTorch, Docker, Node.js, Java, Deep Learning

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics, AWS Certified","NLP, PyTorch, Docker, Node.js, Java, Deep Learning",5,PhD,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow,"Google Data Analytics, AWS Certified",Data Scientist,"Kubernetes, Power BI, Java, Python",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: Kubernetes, Power BI, Java, Python.",0.25,0,1,0.309139106,0,1
R3655,"Professional Summary:
Candidate with 3 years of experience.

Skills:
PyTorch, Python, Django

Experience:
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
AWS Certified","PyTorch, Python, Django",3,PhD,Designed scalable backend systems using Node.js; Developed a web application using Flask and React,AWS Certified,Data Scientist,"Python, Django, React, SQL, TensorFlow, Excel",4,"We are hiring a Data Scientist.
Required experience: 4 years.
Skills required: Python, Django, React, SQL, TensorFlow, Excel.",0.33,0,1,0.294667845,0,1
R3656,"Professional Summary:
Candidate with 5 years of experience.

Skills:
React, Java, Data Analysis, Excel

Experience:
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
None","React, Java, Data Analysis, Excel",5,Bachelors,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,None,ML Engineer,"PyTorch, C++, Data Analysis, React, Deep Learning, SQL",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: PyTorch, C++, Data Analysis, React, Deep Learning, SQL.",0.33,1,0,0.5354568,1,1
R3657,"Professional Summary:
Candidate with 4 years of experience.

Skills:
React, PyTorch, Node.js, Power BI, Python

Experience:
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Microsoft Azure","React, PyTorch, Node.js, Power BI, Python",4,PhD,Built a machine learning model for predicting customer churn,Microsoft Azure,Software Engineer,"Power BI, NLP, SQL, Data Analysis",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Power BI, NLP, SQL, Data Analysis.",0.25,0,1,0.303174227,0,1
R3658,"Professional Summary:
Candidate with 10 years of experience.

Skills:
SQL, Data Analysis, Kubernetes

Experience:
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization","SQL, Data Analysis, Kubernetes",10,PhD,Developed a web application using Flask and React,Deep Learning Specialization,ML Engineer,"Machine Learning, SQL, C++, Data Analysis, React, Java",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: Machine Learning, SQL, C++, Data Analysis, React, Java.",0.33,1,1,0.667872075,1,1
R3659,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Cloud Computing, Kubernetes, Deep Learning, Django, Excel, React

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
None","Cloud Computing, Kubernetes, Deep Learning, Django, Excel, React",2,Bachelors,Created interactive dashboards using Power BI; Developed a web application using Flask and React,None,Frontend Developer,"Java, C++, Node.js, Data Analysis, NLP, React",2,"We are hiring a Frontend Developer.
Required experience: 2 years.
Skills required: Java, C++, Node.js, Data Analysis, NLP, React.",0.17,1,0,0.589848382,1,1
R3660,"Professional Summary:
Candidate with 7 years of experience.

Skills:
React, Machine Learning, Flask, Java, PyTorch

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization, NLP Certification","React, Machine Learning, Flask, Java, PyTorch",7,Masters,Built a machine learning model for predicting customer churn,"Deep Learning Specialization, NLP Certification",Data Analyst,"Python, Java, Deep Learning, Data Analysis, NLP",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: Python, Java, Deep Learning, Data Analysis, NLP.",0.2,1,1,0.632956203,1,1
R3661,"Professional Summary:
Candidate with 2 years of experience.

Skills:
C++, SQL, PyTorch, Java, Power BI, Django, React, Deep Learning

Experience:
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
None","C++, SQL, PyTorch, Java, Power BI, Django, React, Deep Learning",2,Bachelors,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI; Developed a web application using Flask and React,None,Data Analyst,"Node.js, Power BI, Excel",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Node.js, Power BI, Excel.",0.33,0,0,0.283716027,0,1
R3662,"Professional Summary:
Candidate with 7 years of experience.

Skills:
React, Deep Learning, TensorFlow, Machine Learning, Python, Docker, Excel, Django

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification, AWS Certified","React, Deep Learning, TensorFlow, Machine Learning, Python, Docker, Excel, Django",7,Masters,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,"NLP Certification, AWS Certified",Backend Developer,"Deep Learning, Machine Learning, Django, Flask, React, C++, Data Analysis, Python",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: Deep Learning, Machine Learning, Django, Flask, React, C++, Data Analysis, Python.",0.62,1,1,0.765072903,1,1
R3663,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Power BI, Excel, React, Flask, SQL, Data Analysis, Deep Learning

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
AWS Certified, NLP Certification","Power BI, Excel, React, Flask, SQL, Data Analysis, Deep Learning",6,Bachelors,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,"AWS Certified, NLP Certification",Data Scientist,"Cloud Computing, Java, Python, React",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Cloud Computing, Java, Python, React.",0.25,1,0,0.510473466,1,1
R3664,"Professional Summary:
Candidate with 6 years of experience.

Skills:
SQL, Machine Learning, Excel, Python, Cloud Computing, Power BI

Experience:
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization","SQL, Machine Learning, Excel, Python, Cloud Computing, Power BI",6,Masters,Developed a web application using Flask and React,Deep Learning Specialization,Backend Developer,"Kubernetes, Data Analysis, React, C++",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: Kubernetes, Data Analysis, React, C++.",0,1,1,0.515347989,1,1
R3665,"Professional Summary:
Candidate with 0 years of experience.

Skills:
C++, Kubernetes, Deep Learning, Node.js, Cloud Computing, NLP

Experience:
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics","C++, Kubernetes, Deep Learning, Node.js, Cloud Computing, NLP",0,PhD,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,Google Data Analytics,Backend Developer,"Power BI, TensorFlow, Data Analysis, Cloud Computing, C++, Machine Learning, Python",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: Power BI, TensorFlow, Data Analysis, Cloud Computing, C++, Machine Learning, Python.",0.29,0,1,0.345739298,0,1
R3666,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Node.js, Excel, Django, Java, Power BI, React

Experience:
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure","Node.js, Excel, Django, Java, Power BI, React",9,PhD,Created interactive dashboards using Power BI,Microsoft Azure,Data Analyst,"Excel, C++, Python",2,"We are hiring a Data Analyst.
Required experience: 2 years.
Skills required: Excel, C++, Python.",0.33,1,1,0.735087452,1,1
R3667,"Professional Summary:
Candidate with 10 years of experience.

Skills:
NLP, TensorFlow, Django, Cloud Computing, Flask

Experience:
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified, NLP Certification","NLP, TensorFlow, Django, Cloud Computing, Flask",10,Masters,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn,"AWS Certified, NLP Certification",Data Analyst,"Python, NLP, Django, SQL, Cloud Computing, React",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: Python, NLP, Django, SQL, Cloud Computing, React.",0.5,1,1,0.698203875,1,1
R3668,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Docker, Excel, Java

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
None","Docker, Excel, Java",9,PhD,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,None,Backend Developer,"C++, TensorFlow, Machine Learning, Java",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: C++, TensorFlow, Machine Learning, Java.",0.25,1,1,0.507491499,1,1
R3669,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Data Analysis, C++, Cloud Computing, PyTorch

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics","Data Analysis, C++, Cloud Computing, PyTorch",9,Bachelors,Implemented deep learning models using TensorFlow,Google Data Analytics,Data Analyst,"PyTorch, Node.js, Machine Learning, SQL, NLP",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: PyTorch, Node.js, Machine Learning, SQL, NLP.",0.2,1,0,0.46471163,1,1
